id,tiempo,atrasado
4772,27.98,1
4773,21.899,0
4774,20.775,0
4775,22.665,0
4776,17.826,0
4777,23.978,0
4778,11.922,0
4779,29.55,1
4780,19.452,0
4781,26.871,1
4782,15.94,0
4783,16.664,0
4784,11.444,0
4785,18.986,0
4786,16.602,0
4787,9.89,0
4788,23.261,0
4789,18.879,0
4790,16.37,0
4791,13.586,0
4792,35.406,1
4793,14.977,0
4794,19.458,0
4795,11.248,0
4796,24.134,1
4797,24.046,1
4798,18.813,0
4799,13.453,0
4800,16.914,0
4801,21.396,0
4802,15.058,0
4803,14.208,0
4804,10.179,0
4805,24.811,1
4806,11.3,0
4807,21.417,0
4808,24.176,1
4809,17.846,0
4810,32.213,1
4811,33.191,1
4812,29.295,1
4813,12.671,0
4814,22.418,0
4815,21.652,0
4816,19.483,0
4817,13.793,0
4818,13.816,0
4819,12.646,0
4820,14.764,0
4821,14.959,0
4822,23.323,0
4823,19.587,0
4824,20.614,0
4825,21.549,0
4826,18.351,0
4827,14.155,0
4828,11.845,0
4829,21.01,0
4830,24.179,1
4831,11.564,0
4832,25.317,1
4833,21.627,0
4834,14.468,0
4835,17.881,0
4836,24.292,1
4837,15.392,0
4838,15.909,0
4839,18.049,0
4840,17.515,0
4841,29.568,1
4842,16.377,0
4843,13.679,0
4844,20.165,0
4845,16.283,0
4846,20.405,0
4847,19.734,0
4848,23.586,0
4849,17.105,0
4850,30.692,1
4851,16.968,0
4852,28.122,1
4853,16.719,0
4854,23.563,0
4855,21.94,0
4856,20.337,0
4857,16.023,0
4858,19.975,0
4859,34.482,1
4860,22.236,0
4861,15.063,0
4862,19.591,0
4863,9.982,0
4864,15.521,0
4865,20.923,0
4866,22.623,0
4867,26.978,1
4868,21.369,0
4869,19.88,0
4870,15.171,0
4871,16.91,0
4872,21.485,0
4873,18.568,0
4874,22.473,0
4875,20.479,0
4876,16.24,0
4877,20.801,0
4878,20.824,0
4879,15.026,0
4880,22.57,0
4881,14.755,0
4882,20.441,0
4883,34.038,1
4884,14.254,0
4885,19.202,0
4886,15.0,0
4887,25.278,1
4888,17.278,0
4889,16.215,0
4890,20.441,0
4891,11.739,0
4892,33.141,1
4893,12.771,0
4894,13.685,0
4895,16.158,0
4896,25.489,1
4897,29.091,1
4898,18.677,0
4899,20.864,0
4900,19.053,0
4901,23.332,0
4902,24.017,1
4903,24.554,1
4904,21.918,0
4905,18.933,0
4906,20.213,0
4907,25.566,1
4908,20.136,0
4909,16.441,0
4910,22.858,0
4911,11.998,0
4912,18.005,0
4913,19.879,0
4914,13.349,0
4915,18.065,0
4916,24.081,1
4917,20.429,0
4918,33.859,1
4919,15.902,0
4920,20.404,0
4921,22.496,0
4922,11.236,0
4923,19.805,0
4924,22.386,0
4925,12.73,0
4926,31.683,1
4927,32.554,1
4928,12.948,0
4929,17.368,0
4930,15.546,0
4931,18.98,0
4932,22.722,0
4933,18.623,0
4934,10.54,0
4935,21.168,0
4936,19.661,0
4937,19.892,0
4938,11.115,0
4939,14.779,0
4940,21.487,0
4941,20.696,0
4942,16.586,0
4943,18.974,0
4944,13.856,0
4945,13.68,0
4946,18.797,0
4947,17.982,0
4948,15.959,0
4949,20.577,0
4950,21.228,0
4951,12.764,0
4952,21.17,0
4953,25.895,1
4954,24.752,1
4955,24.144,1
4956,14.796,0
4957,19.645,0
4958,23.555,0
4959,19.909,0
4960,14.063,0
4961,22.564,0
4962,17.542,0
4963,17.796,0
4964,20.108,0
4965,14.523,0
4966,18.254,0
4967,19.491,0
4968,21.552,0
4969,18.285,0
4970,17.129,0
4971,20.889,0
4972,12.302,0
4973,21.392,0
4974,22.231,0
4975,17.896,0
4976,17.05,0
4977,19.759,0
4978,25.166,1
4979,17.893,0
4980,15.528,0
4981,20.791,0
4982,19.037,0
4983,17.671,0
4984,20.013,0
4985,12.08,0
4986,26.388,1
4987,23.904,0
4988,14.525,0
4989,17.683,0
4990,10.23,0
4991,18.719,0
4992,15.027,0
4993,15.054,0
4994,18.141,0
4995,35.14,1
4996,17.426,0
4997,15.798,0
4998,21.685,0
4999,16.071,0
5000,14.915,0
